PC4;Woonplaatscode;Woonplaats;Gemeentecode;Gemeente;Provincie;Veiligheidsregio;Politie-eenheid;Omgevingsdienst
1035;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1036;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1037;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1041;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1042;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1043;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1044;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1045;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1046;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1047;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1051;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1052;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1053;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1054;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1055;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1056;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1057;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1058;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1059;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1060;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1061;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1062;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1063;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1064;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1065;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1066;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1067;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1068;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1069;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1071;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1072;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1073;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1074;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1075;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1076;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1077;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1078;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1079;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1081;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1082;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1083;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1086;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1087;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1091;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1092;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1093;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1094;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1095;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1096;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1097;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1098;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1101;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1102;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1103;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1104;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1105;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1106;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1107;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1108;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
1109;3594;Amsterdam;0363;Amsterdam;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Noordzeekanaalgebied
7311;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7312;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7313;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7314;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7315;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7316;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7317;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7321;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7322;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7323;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7324;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7325;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7326;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7327;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7328;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7329;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7331;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7332;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7333;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7334;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7335;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7336;3560;Apeldoorn;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7361;2258;Beekbergen;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7341;2254;Beemte Broekland;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7351;2257;Hoenderloo;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7346;3564;Hoog Soeren;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7381;2248;Klarenbeek;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7364;2250;Lieren;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7371;2251;Loenen;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7348;3563;Radio Kootwijk;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
3888;3562;Uddel;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7339;2256;Ugchelen;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
7345;3561;Wenum Wiesel;0200;Apeldoorn;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Veluwe IJssel
9901;3386;Appingedam;0003;Appingedam;Groningen;Groningen;Noord-Nederland;Groningen
9902;3386;Appingedam;0003;Appingedam;Groningen;Groningen;Noord-Nederland;Groningen
9903;3386;Appingedam;0003;Appingedam;Groningen;Groningen;Noord-Nederland;Groningen
6811;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6812;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6813;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6814;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6815;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6816;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6821;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6822;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6823;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6824;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6825;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6826;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6827;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6828;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6831;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6832;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6833;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6834;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6835;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6836;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6841;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6842;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6843;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6844;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6845;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
6846;1296;Arnhem;0202;Arnhem;Gelderland;Gelderland-Midden;Oost-Nederland;Regio Arnhem
9401;2391;Assen;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9402;2391;Assen;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9403;2391;Assen;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9404;2391;Assen;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9405;2391;Assen;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9406;2391;Assen;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9407;2391;Assen;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9408;2391;Assen;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9489;2391;Assen;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9409;2392;Loon;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9486;2393;Rhee;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9487;2394;Ter Aard;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9492;2395;Ubbena;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9489;2396;Zeijerveen;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
9488;2397;Zeijerveld;0106;Assen;Drenthe;Drenthe;Noord-Nederland;Drenthe
5721;2928;Asten;0743;Asten;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5725;2929;Heusden;0743;Asten;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5724;2930;Ommel;0743;Asten;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5111;2883;Baarle-Nassau;0744;Baarle-Nassau;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
5114;2885;Castelre;0744;Baarle-Nassau;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
5113;2884;Ulicoten;0744;Baarle-Nassau;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
3741;1092;Baarn;0308;Baarn;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3742;1092;Baarn;0308;Baarn;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3743;1092;Baarn;0308;Baarn;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3744;1092;Baarn;0308;Baarn;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
3749;1093;Lage Vuursche;0308;Baarn;Utrecht;Utrecht;Midden-Nederland;Regio Utrecht
2991;1594;Barendrecht;0489;Barendrecht;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
2992;1594;Barendrecht;0489;Barendrecht;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
2993;1594;Barendrecht;0489;Barendrecht;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
2994;1594;Barendrecht;0489;Barendrecht;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
2995;1594;Barendrecht;0489;Barendrecht;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;DCMR
3792;1063;Achterveld;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3771;3597;Barneveld;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3772;3597;Barneveld;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3773;3597;Barneveld;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3794;1061;De Glind;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3781;1057;Garderen;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3886;1057;Garderen;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3775;1062;Kootwijk;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3774;1056;Kootwijkerbroek;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3776;1059;Stroe;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3784;3598;Terschuur;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3776;3599;Voorthuizen;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3781;3599;Voorthuizen;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
3785;3600;Zwartebroek;0203;Barneveld;Gelderland;Gelderland-Midden;Oost-Nederland;De Vallei
9781;2829;Bedum;0005;Bedum;Groningen;Groningen;Noord-Nederland;Groningen
9784;2830;Noordwolde;0005;Bedum;Groningen;Groningen;Noord-Nederland;Groningen
9959;2831;Onderdendam;0005;Bedum;Groningen;Groningen;Noord-Nederland;Groningen
9785;2832;Zuidwolde;0005;Bedum;Groningen;Groningen;Noord-Nederland;Groningen
6191;1670;Beek;0888;Beek;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6199;1672;Maastricht-Airport;0888;Beek;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
6176;1671;Spaubeek;0888;Beek;Limburg;Zuid-Limburg;Limburg;Zuid-Limburg
1462;2170;Middenbeemster;0370;Beemster;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;IJmond
1463;2171;Noordbeemster;0370;Beemster;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;IJmond
1464;2172;Westbeemster;0370;Beemster;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;IJmond
1461;2173;Zuidoostbeemster;0370;Beemster;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;IJmond
5954;1950;Beesel;0889;Beesel;Limburg;Limburg-Noord;Limburg;Limburg-Noord
5953;1949;Reuver;0889;Beesel;Limburg;Limburg-Noord;Limburg;Limburg-Noord
9695;2231;Bellingwolde;0007;Bellingwedde;Groningen;Groningen;Noord-Nederland;Groningen
9697;2232;Blijham;0007;Bellingwedde;Groningen;Groningen;Noord-Nederland;Groningen
9696;2233;Oudeschans;0007;Bellingwedde;Groningen;Groningen;Noord-Nederland;Groningen
9566;2234;Veelerveen;0007;Bellingwedde;Groningen;Groningen;Noord-Nederland;Groningen
9699;2235;Vriescheloo;0007;Bellingwedde;Groningen;Groningen;Noord-Nederland;Groningen
9698;2236;Wedde;0007;Bellingwedde;Groningen;Groningen;Noord-Nederland;Groningen
6573;2872;Beek;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6571;3618;Berg en Dal;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6572;3618;Berg en Dal;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6577;2874;Erlecom;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6561;2291;Groesbeek;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6562;2291;Groesbeek;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6564;2292;Heilig Landstichting;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6579;2875;Kekerdom;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6578;2876;Leuth;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6566;2289;Millingen aan de Rijn;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6576;2877;Ooij;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6575;2878;Persingen;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
6574;2879;Ubbergen;1945;Berg en Dal;Gelderland;Gelderland-Zuid;Oost-Nederland;Regio Nijmegen
5571;1457;Bergeijk;1724;Bergeijk;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5575;1458;Luyksgestel;1724;Bergeijk;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5561;1459;Riethoven;1724;Bergeijk;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5563;1460;Westerhoven;1724;Bergeijk;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Zuidoost-Brabant
5851;1122;Afferden L;0893;Bergen (L.);Limburg;Limburg-Noord;Limburg;Limburg-Noord
5854;1121;Bergen L;0893;Bergen (L.);Limburg;Limburg-Noord;Limburg;Limburg-Noord
5853;1123;Siebengewald;0893;Bergen (L.);Limburg;Limburg-Noord;Limburg;Limburg-Noord
5855;1124;Well L;0893;Bergen (L.);Limburg;Limburg-Noord;Limburg;Limburg-Noord
5856;1125;Wellerlooi;0893;Bergen (L.);Limburg;Limburg-Noord;Limburg;Limburg-Noord
1861;3047;Bergen (NH);0373;Bergen (NH.);Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1862;3047;Bergen (NH);0373;Bergen (NH.);Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1865;3046;Bergen aan Zee;0373;Bergen (NH.);Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1931;3048;Egmond aan den Hoef;0373;Bergen (NH.);Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1934;3048;Egmond aan den Hoef;0373;Bergen (NH.);Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1931;3049;Egmond aan Zee;0373;Bergen (NH.);Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1934;3050;Egmond-Binnen;0373;Bergen (NH.);Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1935;3050;Egmond-Binnen;0373;Bergen (NH.);Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1873;3044;Groet;0373;Bergen (NH.);Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
1871;3045;Schoorl;0373;Bergen (NH.);Noord-Holland;Noord-Holland-Noord;Noord-Holland;Noord-Holland Noord
4611;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4612;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4613;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4614;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4615;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4616;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4617;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4621;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4622;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4623;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4624;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4625;1937;Bergen op Zoom;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4661;1938;Halsteren;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
4664;1939;Lepelstraat;0748;Bergen op Zoom;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Midden- en West-Brabant
7151;1661;Beltrum;1859;Berkelland;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Achterhoek
